"703","Ventes de produits résiduels "
"704","Travaux "
"705","Etudes "
"706","Prestations de services "
"707","Ventes de marchandises 7Ventes de produits finis "
"7011","Produits finis (ou groupe) A "
"7012","Produits finis (ou groupe) B "
"7041","Travaux de catégorie (ou activité) A  "
"7042","Travaux de catégorie (ou activité) B "
"7071","Marchandises (ou groupe) A "
"708","Produits des activités annexes  "
"7081","Produits des services exploités dans l'intérêt du personnel  "
"7082","Commissions et courtages "
"7083","Locations diverses "
"7084","Mise à disposition de personnel facturée  "
"7085","Ports et frais accessoires facturés  "
"7086","Bonis sur reprises d'emballages consignés  "
"7087","Bonifications obtenues des clients et primes sur ventes  "
"709","Rabais, remises et ristournes accordés par l'entreprise  "
"7091","7 sur ventes de produits finis "
"7092","7 sur ventes de produits intermédiaires  "
"7094","7 sur travaux "
"7095","7 sur études "
"7096","7 sur prestations de services "
"7097","7sur ventes de marchandises "
"7098","7sur produits des activités annexes  "
"713","Variation des stocks (en-cours de production, produits)  "
"7133","Variation des en-cours de production de biens  "
"722","Immobilisations corporelles Travaux en cours "
"7134","Variation des en-cours de production de services  "
"71341","Etudes en cours "
"751","Redevances pour concessions, brevets, licences, marques, procédés, logiciels, droits et valeurs similaires  Prestations de services en cours  "
"7135","Variation des stocks de produits "
"71351","Produits intermédiaires  "
"71355","Produits finis "
"754","Ristournes perçues des coopératives (provenant des excédents)  Immobilisations incorporelles "
"758","Produits divers de gestion courante Redevances pour concessions, brevets, licences, marques, procédés, logiciels, droits et valeurs similaires  "
"7511","Redevances pour concessions, brevets, licences, marques, procédés, logiciels  "
"7518","Autres droits et valeurs similaires  "
"752","Revenus des immeubles non affectés à des activités professionnelles  "
"753","Jetons de présence et rémunérations d'administrateurs, gérants,  "
"755","Quotes-parts de résultat sur opérations faites en commun  "
"7551","Quote-part de perte transférée (comptabilité du gérant)  "
"7555","Quote-part de bénéfice attribuée (comptabilité des associés non-gérants)  "
"761","Produits de participations "
"767","Produits nets sur cessions de valeurs mobilières de placement  Produits des autres immobilisations financières  "
"768","Autres produits financiers Revenus des titres immobilisés  "
"7626","Revenus des prêts "
"763","Revenus des autres créances "
"7631","Revenus des créances commerciales  "
"7638","Revenus des créances diverses  "
"764","Revenus des valeurs mobilières de placement  "
"765","Escomptes obtenus "
"766","Gains de change "
"771","Produits exceptionnels sur opérations de gestion"
"7711","Dédits et pénalités perçus sur achats et sur ventes  "
"7713","Libéralités reçues  "
"7717","Dégrèvements d'impôts autres qu'impôts sur les bénéfices  "
"7718","Autres produits exceptionnels sur opérations de gestion  "
"772","(Compte à la disposition des entités pour enregistrer, en cours d'exercice, les produits sur exercices antérieurs)  "
"775","Produits des cessions d'éléments d'actif"
"7751","Immobilisations incorporelles  "
"7756","Immobilisations financières"
"7758","Autres éléments d'actif  "
"777","Quote-part des subventions d'investissement virée au résultat de l'exercice "
"778","Autres produits exceptionnels  "
"7781","Bonis provenant de clauses d'indexation  "
"7782","Lots "
"7783","Bonis provenant du rachat par l'entreprise d'actions et d'obligations émises par elle-même  "
"7788","Produits exceptionnels divers  "
"781","Reprises sur amortissements et provisions (à inscrire dans les produits d'exploitation)  "
"78111","Immobilisations incorporelles  "
"78112","Immobilisations corporelles "
"7815","Reprises sur provisions pour risques et charges d'exploitation  "
"7816","Reprises sur dépréciations des immobilisations incorporelles et corporelles  "
"787","Reprises sur provisions (à inscrire dans les produits exceptionnels)  7 Immobilisations incorporelles  "
"78162","Immobilisations corporelles "
"7817","Reprises sur provisions pour dépréciation des actifs circulants  "
"78173","Stocks et en-cours "
"78174","Créances "
"786","Reprises sur provisions pour risques (à inscrire dans les produits financiers)  "
"7865","Reprises sur provisions pour risques et charges financiers  "
"7866","Reprises sur provisions pour dépréciation des éléments financiers  "
"78662","Immobilisations financières  "
"78665","Valeurs mobilières de placements  "
"78726","Provision spéciale de réévaluation  "
"78727","Plus-values réinvesties  "
"7873","Reprises sur provisions réglementées (stocks)  "
"7874","Reprises sur autres provisions réglementées  "
"7875","Reprises sur provisions pour risques et charges exceptionnels  "
"7876","Reprises sur dépréciations exceptionnelles  "
"791","Transferts de charges d'exploitation  "
"796","Transferts de charges financières  "
"797","Transferts de charges exceptionnelles  "
"801","Engagements donnés par l'entité"
"8011","Avals, cautions, garanties"
"8014","Effets circulant sous l'endos de l'entité"
"8016","Redevances crédit-bail restant à courir"
"809","Contrepartie des engagements Crédit-bail mobilier"
"80165","Crédit-bail immobilier"
"8018","Autres engagements donnés"
"802","Engagements reçus par l'entité"
"8021","Avals, cautions, garanties"
"8024","Créances escomptées non échues"
"8026","Engagements reçus pour utilisation en crédit-bail"
"80261","Crédit-bail mobilier"
"80265","Crédit-bail immobilier "
"8028","Autres engagements reçus"
"809","Contrepartie des engagements "
"8091","Contrepartie"
"8092","Contrepartie"
